width	length	x	Vmax 
9.050000 8.560000 1.465800 50.477465 numThread:%!d(MISSING) 
9.810000 3.110000 0.706100 10.067422 numThread:%!d(MISSING) 
2.820000 6.840000 0.617700 5.485824 numThread:%!d(MISSING) 
1.110000 2.910000 0.246100 0.367604 numThread:%!d(MISSING) 
1.840000 0.650000 0.145600 0.080911 numThread:%!d(MISSING) 
9.300000 2.390000 0.554100 5.818188 numThread:%!d(MISSING) 
3.260000 7.830000 0.712900 8.374139 numThread:%!d(MISSING) 
0.120000 8.520000 0.029900 0.015228 numThread:%!d(MISSING) 
5.520000 1.840000 0.415300 1.965814 numThread:%!d(MISSING) 
5.940000 0.510000 0.124600 0.184926 numThread:%!d(MISSING) 
5.400000 5.050000 0.869400 10.539706 numThread:%!d(MISSING) 
9.580000 9.340000 1.576300 62.687709 numThread:%!d(MISSING) 
0.450000 7.450000 0.110700 0.182927 numThread:%!d(MISSING) 
1.760000 6.470000 0.406000 2.177696 numThread:%!d(MISSING) 
9.690000 0.460000 0.113600 0.250254 numThread:%!d(MISSING) 
9.070000 4.350000 0.927200 16.696323 numThread:%!d(MISSING) 
3.980000 7.920000 0.840200 12.055680 numThread:%!d(MISSING) 
4.300000 4.930000 0.763800 7.204783 numThread:%!d(MISSING) 
4.250000 0.490000 0.118800 0.120312 numThread:%!d(MISSING) 
2.030000 8.740000 0.474600 3.996273 numThread:%!d(MISSING) 
5.090000 8.920000 1.043200 21.412098 numThread:%!d(MISSING) 
1.580000 8.740000 0.375500 2.486892 numThread:%!d(MISSING) 
4.570000 0.420000 0.102500 0.096194 numThread:%!d(MISSING) 
2.180000 4.310000 0.459600 1.964845 numThread:%!d(MISSING) 
9.430000 4.800000 1.010500 20.805802 numThread:%!d(MISSING) 
8.710000 6.870000 1.271400 33.929480 numThread:%!d(MISSING) 
8.320000 5.220000 1.042900 20.377463 numThread:%!d(MISSING) 
7.320000 2.940000 0.646700 6.417462 numThread:%!d(MISSING) 
8.470000 7.810000 1.353300 39.804526 numThread:%!d(MISSING) 
7.920000 3.880000 0.823400 11.535266 numThread:%!d(MISSING) 
3.070000 0.250000 0.061200 0.023018 numThread:%!d(MISSING) 
9.150000 8.190000 1.438400 47.942974 numThread:%!d(MISSING) 
6.550000 7.240000 1.144900 24.144615 numThread:%!d(MISSING) 
6.770000 9.470000 1.298300 37.242317 numThread:%!d(MISSING) 
1.190000 5.150000 0.278300 0.809703 numThread:%!d(MISSING) 
6.730000 8.140000 1.222600 29.832759 numThread:%!d(MISSING) 
8.650000 8.230000 1.405400 44.472186 numThread:%!d(MISSING) 
1.660000 9.470000 0.395200 2.982883 numThread:%!d(MISSING) 
0.970000 0.940000 0.159100 0.064482 numThread:%!d(MISSING) 
3.480000 7.170000 0.740000 8.421200 numThread:%!d(MISSING) 
7.760000 3.420000 0.740700 9.015574 numThread:%!d(MISSING) 
5.420000 0.310000 0.076400 0.063259 numThread:%!d(MISSING) 
8.720000 4.850000 1.000400 19.152002 numThread:%!d(MISSING) 
1.880000 1.820000 0.308200 0.468732 numThread:%!d(MISSING) 
9.720000 7.940000 1.449400 49.840566 numThread:%!d(MISSING) 
7.600000 8.710000 1.349800 39.756151 numThread:%!d(MISSING) 
3.680000 1.540000 0.336500 0.877279 numThread:%!d(MISSING) 
3.050000 4.930000 0.611800 4.141500 numThread:%!d(MISSING) 
4.620000 1.710000 0.380700 1.393464 numThread:%!d(MISSING) 
3.100000 9.490000 0.701400 9.627133 numThread:%!d(MISSING) 
2.150000 3.940000 0.445500 1.710137 numThread:%!d(MISSING) 
8.320000 8.530000 1.403800 44.281689 numThread:%!d(MISSING) 
7.090000 5.560000 1.031300 18.133171 numThread:%!d(MISSING) 
9.960000 0.100000 0.024900 0.012388 numThread:%!d(MISSING) 
7.880000 8.650000 1.373000 41.617190 numThread:%!d(MISSING) 
3.340000 9.210000 0.745700 10.640098 numThread:%!d(MISSING) 
8.150000 5.970000 1.135300 24.693062 numThread:%!d(MISSING) 
4.380000 5.410000 0.802400 8.473497 numThread:%!d(MISSING) 
9.870000 0.970000 0.236200 1.104529 numThread:%!d(MISSING) 
0.640000 8.300000 0.156800 0.408740 numThread:%!d(MISSING) 
7.280000 7.460000 1.228100 29.643056 numThread:%!d(MISSING) 
9.270000 5.830000 1.163900 28.297869 numThread:%!d(MISSING) 
6.290000 4.780000 0.897100 12.042275 numThread:%!d(MISSING) 
2.380000 9.530000 0.553200 5.934894 numThread:%!d(MISSING) 
2.420000 7.500000 0.548300 4.646437 numThread:%!d(MISSING) 
0.850000 5.900000 0.204300 0.495204 numThread:%!d(MISSING) 
5.770000 8.620000 1.130600 25.225673 numThread:%!d(MISSING) 
2.700000 5.710000 0.577100 4.064143 numThread:%!d(MISSING) 
1.650000 2.250000 0.313700 0.520513 numThread:%!d(MISSING) 
0.140000 3.100000 0.034600 0.007424 numThread:%!d(MISSING) 
3.270000 9.280000 0.732900 10.332702 numThread:%!d(MISSING) 
9.710000 0.900000 0.219500 0.938128 numThread:%!d(MISSING) 
9.140000 8.980000 1.509800 55.077553 numThread:%!d(MISSING) 
2.100000 0.170000 0.041600 0.007282 numThread:%!d(MISSING) 
9.620000 5.630000 1.146400 28.032153 numThread:%!d(MISSING) 
3.390000 4.870000 0.655900 4.850152 numThread:%!d(MISSING) 
5.170000 4.210000 0.769500 7.462920 numThread:%!d(MISSING) 
6.880000 5.020000 0.956000 14.761160 numThread:%!d(MISSING) 
6.430000 9.440000 1.253000 34.092897 numThread:%!d(MISSING) 
3.260000 6.190000 0.681100 6.240374 numThread:%!d(MISSING) 
0.260000 0.550000 0.055600 0.003630 numThread:%!d(MISSING) 
9.960000 7.210000 1.376800 44.215383 numThread:%!d(MISSING) 
3.570000 7.290000 0.757700 8.989726 numThread:%!d(MISSING) 
8.850000 9.790000 1.547400 59.624750 numThread:%!d(MISSING) 
0.610000 8.840000 0.149800 0.397111 numThread:%!d(MISSING) 
1.850000 1.610000 0.286300 0.379398 numThread:%!d(MISSING) 
6.730000 0.230000 0.057000 0.043745 numThread:%!d(MISSING) 
0.600000 1.170000 0.126100 0.040252 numThread:%!d(MISSING) 
9.460000 2.100000 0.492600 4.653940 numThread:%!d(MISSING) 
4.690000 7.370000 0.933100 14.501895 numThread:%!d(MISSING) 
7.890000 4.610000 0.939100 15.422872 numThread:%!d(MISSING) 
6.570000 7.720000 1.179300 26.627415 numThread:%!d(MISSING) 
9.520000 4.090000 0.889700 15.912667 numThread:%!d(MISSING) 
3.210000 9.710000 0.725300 10.539761 numThread:%!d(MISSING) 
6.080000 7.540000 1.115600 22.794508 numThread:%!d(MISSING) 
6.160000 0.860000 0.207000 0.530482 numThread:%!d(MISSING) 
7.870000 5.230000 1.027100 18.970350 numThread:%!d(MISSING) 
7.010000 1.190000 0.283800 1.137967 numThread:%!d(MISSING) 
6.600000 2.880000 0.624800 5.450313 numThread:%!d(MISSING) 
4.520000 5.960000 0.848900 10.211232 numThread:%!d(MISSING) 
8.470000 3.570000 0.779100 10.833510 numThread:%!d(MISSING) 
6.490000 6.190000 1.055800 18.853280 numThread:%!d(MISSING) 
3.480000 9.460000 0.775400 11.831386 numThread:%!d(MISSING) 
7.980000 5.910000 1.119600 23.593699 numThread:%!d(MISSING) 
1.800000 5.350000 0.405800 1.820319 numThread:%!d(MISSING) 
4.450000 8.100000 0.920600 15.031518 numThread:%!d(MISSING) 
3.630000 5.710000 0.722400 6.732996 numThread:%!d(MISSING) 
0.230000 1.820000 0.055600 0.011287 numThread:%!d(MISSING) 
9.790000 5.250000 1.092400 25.465438 numThread:%!d(MISSING) 
5.470000 2.570000 0.550000 3.533145 numThread:%!d(MISSING) 
2.650000 4.640000 0.543000 3.018242 numThread:%!d(MISSING) 
0.130000 6.760000 0.032300 0.014143 numThread:%!d(MISSING) 
7.730000 1.020000 0.246000 0.940129 numThread:%!d(MISSING) 
6.810000 1.300000 0.308000 1.304902 numThread:%!d(MISSING) 
0.470000 1.150000 0.103100 0.025669 numThread:%!d(MISSING) 
5.290000 7.390000 1.014100 17.735716 numThread:%!d(MISSING) 
8.980000 6.210000 1.204200 30.084040 numThread:%!d(MISSING) 
4.960000 2.200000 0.475900 2.380944 numThread:%!d(MISSING) 
7.440000 0.500000 0.122800 0.224755 numThread:%!d(MISSING) 
9.130000 8.360000 1.453300 49.323098 numThread:%!d(MISSING) 
4.090000 6.740000 0.824800 10.246171 numThread:%!d(MISSING) 
8.580000 5.660000 1.114000 24.285271 numThread:%!d(MISSING) 
9.260000 1.250000 0.301200 1.688727 numThread:%!d(MISSING) 
0.420000 5.440000 0.102900 0.115368 numThread:%!d(MISSING) 
6.500000 6.390000 1.074000 19.827312 numThread:%!d(MISSING) 
2.730000 6.530000 0.596600 4.893071 numThread:%!d(MISSING) 
7.000000 4.480000 0.889900 12.543660 numThread:%!d(MISSING) 
2.150000 2.050000 0.349700 0.685125 numThread:%!d(MISSING) 
5.000000 3.390000 0.661600 5.027637 numThread:%!d(MISSING) 
2.890000 7.700000 0.642100 6.615230 numThread:%!d(MISSING) 
0.730000 5.030000 0.175400 0.311221 numThread:%!d(MISSING) 
2.460000 3.110000 0.454800 1.551550 numThread:%!d(MISSING) 
8.410000 3.170000 0.703900 8.685617 numThread:%!d(MISSING) 
4.350000 4.350000 0.725000 6.097250 numThread:%!d(MISSING) 
4.440000 6.260000 0.853800 10.620399 numThread:%!d(MISSING) 
9.290000 5.140000 1.061600 22.952644 numThread:%!d(MISSING) 
5.750000 1.620000 0.372400 1.631317 numThread:%!d(MISSING) 
8.210000 2.510000 0.572200 5.521034 numThread:%!d(MISSING) 
8.950000 0.420000 0.103700 0.192745 numThread:%!d(MISSING) 
3.020000 9.220000 0.683100 8.872523 numThread:%!d(MISSING) 
6.250000 6.360000 1.050700 18.562956 numThread:%!d(MISSING) 
7.420000 6.440000 1.146400 24.376504 numThread:%!d(MISSING) 
7.320000 0.660000 0.161100 0.380817 numThread:%!d(MISSING) 
9.610000 5.240000 1.086000 24.782285 numThread:%!d(MISSING) 
4.770000 6.300000 0.896400 12.028644 numThread:%!d(MISSING) 
4.570000 8.340000 0.946000 16.335286 numThread:%!d(MISSING) 
6.160000 5.990000 1.012200 16.600217 numThread:%!d(MISSING) 
4.810000 7.860000 0.967700 16.480759 numThread:%!d(MISSING) 
2.790000 5.350000 0.584200 3.961392 numThread:%!d(MISSING) 
9.300000 1.180000 0.285000 1.517710 numThread:%!d(MISSING) 
9.530000 7.820000 1.424900 47.309430 numThread:%!d(MISSING) 
4.290000 3.260000 0.611800 3.820334 numThread:%!d(MISSING) 
7.480000 4.030000 0.837600 11.449274 numThread:%!d(MISSING) 
5.550000 9.690000 1.136400 27.623211 numThread:%!d(MISSING) 
6.290000 1.810000 0.415200 2.220583 numThread:%!d(MISSING) 
5.400000 0.880000 0.210300 0.481069 numThread:%!d(MISSING) 
5.750000 5.690000 0.953300 13.862049 numThread:%!d(MISSING) 
1.300000 1.150000 0.203000 0.135023 numThread:%!d(MISSING) 
2.170000 6.820000 0.492500 3.405379 numThread:%!d(MISSING) 
5.140000 7.560000 1.002200 17.458464 numThread:%!d(MISSING) 
5.230000 3.520000 0.688500 5.684930 numThread:%!d(MISSING) 
4.470000 0.550000 0.133000 0.158793 numThread:%!d(MISSING) 
4.540000 3.030000 0.594200 3.667585 numThread:%!d(MISSING) 
7.730000 6.760000 1.199400 27.886565 numThread:%!d(MISSING) 
3.290000 8.290000 0.725000 9.124560 numThread:%!d(MISSING) 
3.760000 7.030000 0.782800 9.386617 numThread:%!d(MISSING) 
7.280000 8.010000 1.269800 32.928307 numThread:%!d(MISSING) 
7.520000 7.230000 1.228500 29.687561 numThread:%!d(MISSING) 
9.830000 2.300000 0.537400 5.764620 numThread:%!d(MISSING) 
1.260000 4.500000 0.289900 0.773024 numThread:%!d(MISSING) 
3.420000 4.310000 0.631500 4.150457 numThread:%!d(MISSING) 
9.720000 1.030000 0.250300 1.221652 numThread:%!d(MISSING) 
6.820000 7.420000 1.183500 26.629944 numThread:%!d(MISSING) 
2.890000 6.860000 0.630800 5.750647 numThread:%!d(MISSING) 
2.520000 2.230000 0.393600 0.984033 numThread:%!d(MISSING) 
6.050000 9.810000 1.214600 32.459457 numThread:%!d(MISSING) 
2.280000 8.550000 0.526900 4.843181 numThread:%!d(MISSING) 
7.860000 4.590000 0.935200 15.233768 numThread:%!d(MISSING) 
0.460000 1.490000 0.104800 0.033600 numThread:%!d(MISSING) 
0.580000 7.500000 0.142100 0.303303 numThread:%!d(MISSING) 
0.290000 6.490000 0.071700 0.066711 numThread:%!d(MISSING) 
6.300000 8.970000 1.215400 30.751410 numThread:%!d(MISSING) 
4.900000 9.480000 1.028100 21.705044 numThread:%!d(MISSING) 
6.670000 6.750000 1.118300 22.376856 numThread:%!d(MISSING) 
7.200000 3.950000 0.817500 10.531832 numThread:%!d(MISSING) 
2.950000 6.300000 0.631700 5.366121 numThread:%!d(MISSING) 
5.940000 5.000000 0.901600 11.923229 numThread:%!d(MISSING) 
1.890000 8.420000 0.443000 3.350912 numThread:%!d(MISSING) 
7.220000 3.150000 0.683400 7.132937 numThread:%!d(MISSING) 
4.070000 1.490000 0.332200 0.934035 numThread:%!d(MISSING) 
0.250000 6.690000 0.061900 0.051294 numThread:%!d(MISSING) 
0.180000 4.490000 0.044500 0.017822 numThread:%!d(MISSING) 
4.020000 7.160000 0.827300 10.773492 numThread:%!d(MISSING) 
6.250000 3.280000 0.685900 6.384756 numThread:%!d(MISSING) 
6.240000 0.670000 0.162800 0.331610 numThread:%!d(MISSING) 
9.430000 5.300000 1.090400 24.655803 numThread:%!d(MISSING) 
4.120000 3.140000 0.588700 3.399829 numThread:%!d(MISSING) 
0.730000 0.790000 0.126400 0.032403 numThread:%!d(MISSING) 
5.730000 2.390000 0.522500 3.292442 numThread:%!d(MISSING) 
6.840000 8.110000 1.232400 30.438899 numThread:%!d(MISSING) 
7.850000 8.200000 1.336500 38.241647 numThread:%!d(MISSING) 
5.240000 1.580000 0.360700 1.399397 numThread:%!d(MISSING) 
9.800000 0.140000 0.034900 0.023839 numThread:%!d(MISSING) 
0.100000 9.970000 0.024900 0.012400 numThread:%!d(MISSING) 
5.790000 1.090000 0.258500 0.781039 numThread:%!d(MISSING) 
2.420000 1.250000 0.262300 0.360642 numThread:%!d(MISSING) 
5.090000 5.440000 0.876000 10.784037 numThread:%!d(MISSING) 
2.460000 4.590000 0.511900 2.621837 numThread:%!d(MISSING) 
5.020000 7.960000 1.001400 17.999228 numThread:%!d(MISSING) 
4.510000 6.800000 0.886200 12.197265 numThread:%!d(MISSING) 
0.550000 2.470000 0.129000 0.083322 numThread:%!d(MISSING) 
5.090000 9.070000 1.047600 21.882406 numThread:%!d(MISSING) 
0.270000 5.330000 0.066600 0.047347 numThread:%!d(MISSING) 
7.540000 2.380000 0.540600 4.534926 numThread:%!d(MISSING) 
1.810000 8.160000 0.424600 2.982482 numThread:%!d(MISSING) 
2.000000 3.770000 0.417200 1.427548 numThread:%!d(MISSING) 
5.910000 6.650000 1.041200 18.203243 numThread:%!d(MISSING) 
8.920000 0.630000 0.154600 0.427058 numThread:%!d(MISSING) 
5.620000 4.380000 0.814300 8.942592 numThread:%!d(MISSING) 
6.520000 4.070000 0.814300 9.724260 numThread:%!d(MISSING) 
3.070000 6.780000 0.661600 6.306330 numThread:%!d(MISSING) 
0.260000 1.770000 0.062400 0.013880 numThread:%!d(MISSING) 
0.320000 1.150000 0.073700 0.012754 numThread:%!d(MISSING) 
0.540000 2.860000 0.128000 0.094661 numThread:%!d(MISSING) 
2.570000 9.110000 0.590800 6.503403 numThread:%!d(MISSING) 
2.100000 0.400000 0.094800 0.038105 numThread:%!d(MISSING) 
5.990000 3.680000 0.739600 7.342282 numThread:%!d(MISSING) 
1.890000 0.700000 0.155800 0.095513 numThread:%!d(MISSING) 
9.160000 7.370000 1.353500 40.727274 numThread:%!d(MISSING) 
1.250000 7.070000 0.297500 1.261735 numThread:%!d(MISSING) 
1.200000 3.400000 0.268900 0.509659 numThread:%!d(MISSING) 
9.150000 9.820000 1.577900 63.031658 numThread:%!d(MISSING) 
9.180000 5.990000 1.182900 29.212926 numThread:%!d(MISSING) 
4.520000 3.790000 0.684500 5.221757 numThread:%!d(MISSING) 
5.790000 9.810000 1.176400 30.153353 numThread:%!d(MISSING) 
9.300000 6.930000 1.309900 37.715948 numThread:%!d(MISSING) 
9.040000 4.160000 0.893800 15.378360 numThread:%!d(MISSING) 
7.630000 9.420000 1.397500 44.764545 numThread:%!d(MISSING) 
6.100000 1.460000 0.340500 1.437387 numThread:%!d(MISSING) 
0.280000 0.590000 0.059800 0.004512 numThread:%!d(MISSING) 
9.170000 9.180000 1.529200 57.211609 numThread:%!d(MISSING) 
7.520000 5.860000 1.089500 21.419811 numThread:%!d(MISSING) 
1.230000 7.570000 0.294000 1.317839 numThread:%!d(MISSING) 
2.560000 7.160000 0.572700 4.872677 numThread:%!d(MISSING) 
6.090000 1.320000 0.310200 1.186990 numThread:%!d(MISSING) 
2.530000 7.510000 0.570300 5.046952 numThread:%!d(MISSING) 
0.030000 6.380000 0.007500 0.000716 numThread:%!d(MISSING) 
5.250000 4.710000 0.826300 9.088218 numThread:%!d(MISSING) 
5.910000 4.760000 0.873800 10.956415 numThread:%!d(MISSING) 
8.840000 1.020000 0.247200 1.084330 numThread:%!d(MISSING) 
2.090000 5.780000 0.466800 2.616123 numThread:%!d(MISSING) 
8.450000 8.880000 1.442800 48.124939 numThread:%!d(MISSING) 
1.270000 2.630000 0.270300 0.411939 numThread:%!d(MISSING) 
8.660000 2.040000 0.476400 3.991883 numThread:%!d(MISSING) 
7.720000 2.870000 0.638600 6.553372 numThread:%!d(MISSING) 
5.870000 6.340000 1.015200 16.798657 numThread:%!d(MISSING) 
7.200000 2.740000 0.607600 5.544729 numThread:%!d(MISSING) 
3.980000 0.060000 0.014900 0.001778 numThread:%!d(MISSING) 
4.850000 7.600000 0.964200 15.976935 numThread:%!d(MISSING) 
6.980000 5.710000 1.041700 18.498519 numThread:%!d(MISSING) 
1.870000 4.360000 0.406900 1.524043 numThread:%!d(MISSING) 
0.640000 0.150000 0.035000 0.001596 numThread:%!d(MISSING) 
3.020000 5.730000 0.630900 4.956344 numThread:%!d(MISSING) 
3.420000 0.220000 0.054100 0.020031 numThread:%!d(MISSING) 
4.210000 7.490000 0.866100 12.356369 numThread:%!d(MISSING) 
6.000000 9.310000 1.189300 29.853062 numThread:%!d(MISSING) 
3.890000 4.410000 0.687600 5.247705 numThread:%!d(MISSING) 
9.940000 3.690000 0.821200 13.952324 numThread:%!d(MISSING) 
1.000000 1.280000 0.185700 0.106062 numThread:%!d(MISSING) 
5.660000 8.070000 1.092500 22.342035 numThread:%!d(MISSING) 
6.310000 0.130000 0.032300 0.013193 numThread:%!d(MISSING) 
5.170000 2.490000 0.530300 3.114970 numThread:%!d(MISSING) 
6.290000 1.060000 0.252900 0.810697 numThread:%!d(MISSING) 
8.050000 4.440000 0.917700 14.854394 numThread:%!d(MISSING) 
3.380000 3.390000 0.564200 2.873030 numThread:%!d(MISSING) 
0.150000 0.730000 0.035400 0.001848 numThread:%!d(MISSING) 
8.470000 0.610000 0.149700 0.379907 numThread:%!d(MISSING) 
9.320000 7.680000 1.397000 44.544792 numThread:%!d(MISSING) 
5.210000 4.350000 0.787100 7.943613 numThread:%!d(MISSING) 
7.230000 4.810000 0.944300 14.735203 numThread:%!d(MISSING) 
0.130000 8.400000 0.032400 0.017608 numThread:%!d(MISSING) 
9.980000 0.500000 0.123400 0.304113 numThread:%!d(MISSING) 
8.560000 3.800000 0.821900 12.256757 numThread:%!d(MISSING) 
2.140000 0.950000 0.205500 0.191512 numThread:%!d(MISSING) 
1.830000 4.160000 0.396400 1.384411 numThread:%!d(MISSING) 
9.560000 4.550000 0.971300 19.291581 numThread:%!d(MISSING) 
1.960000 8.460000 0.458300 3.607180 numThread:%!d(MISSING) 
6.040000 2.070000 0.465600 2.708815 numThread:%!d(MISSING) 
6.600000 5.730000 1.019900 17.162928 numThread:%!d(MISSING) 
1.610000 4.300000 0.357900 1.147067 numThread:%!d(MISSING) 
8.400000 3.080000 0.686600 8.234629 numThread:%!d(MISSING) 
9.330000 1.210000 0.292000 1.598699 numThread:%!d(MISSING) 
3.510000 3.780000 0.606300 3.576166 numThread:%!d(MISSING) 
0.050000 8.530000 0.012500 0.002658 numThread:%!d(MISSING) 
3.920000 8.810000 0.847500 13.416667 numThread:%!d(MISSING) 
2.430000 4.620000 0.507900 2.588797 numThread:%!d(MISSING) 
6.810000 7.720000 1.203700 28.153644 numThread:%!d(MISSING) 
1.080000 0.650000 0.131400 0.041578 numThread:%!d(MISSING) 
2.430000 2.790000 0.431900 1.302962 numThread:%!d(MISSING) 
8.460000 3.640000 0.791600 11.196550 numThread:%!d(MISSING) 
3.440000 1.010000 0.231200 0.376979 numThread:%!d(MISSING) 
6.120000 3.980000 0.786800 8.607952 numThread:%!d(MISSING) 
0.770000 5.450000 0.185200 0.375920 numThread:%!d(MISSING) 
0.960000 9.340000 0.233500 1.021420 numThread:%!d(MISSING) 
3.350000 4.720000 0.644000 4.557449 numThread:%!d(MISSING) 
6.930000 1.150000 0.274600 1.052702 numThread:%!d(MISSING) 
1.930000 0.430000 0.100800 0.039792 numThread:%!d(MISSING) 
6.520000 9.370000 1.261700 34.524050 numThread:%!d(MISSING) 
0.180000 4.490000 0.044500 0.017822 numThread:%!d(MISSING) 
7.420000 0.840000 0.203700 0.617955 numThread:%!d(MISSING) 
6.380000 9.400000 1.244600 33.465478 numThread:%!d(MISSING) 
8.060000 3.740000 0.802300 11.059594 numThread:%!d(MISSING) 
2.530000 3.400000 0.478500 1.838798 numThread:%!d(MISSING) 
7.350000 0.460000 0.113100 0.188373 numThread:%!d(MISSING) 
5.950000 7.030000 1.070500 19.935066 numThread:%!d(MISSING) 
3.210000 0.010000 0.002500 0.000040 numThread:%!d(MISSING) 
5.720000 1.760000 0.400900 1.889289 numThread:%!d(MISSING) 
9.040000 2.860000 0.649500 7.848364 numThread:%!d(MISSING) 
6.540000 6.680000 1.101500 21.387549 numThread:%!d(MISSING) 
0.680000 3.420000 0.160700 0.178563 numThread:%!d(MISSING) 
7.230000 4.300000 0.871900 12.227373 numThread:%!d(MISSING) 
2.450000 5.920000 0.536300 3.580773 numThread:%!d(MISSING) 
5.500000 4.230000 0.790400 8.206521 numThread:%!d(MISSING) 
6.220000 0.290000 0.071600 0.063873 numThread:%!d(MISSING) 
9.750000 4.590000 0.981900 20.078007 numThread:%!d(MISSING) 
6.310000 9.370000 1.234000 32.722575 numThread:%!d(MISSING) 
3.540000 9.040000 0.781700 11.552156 numThread:%!d(MISSING) 
0.110000 2.560000 0.027200 0.003789 numThread:%!d(MISSING) 
8.860000 4.580000 0.960900 17.721997 numThread:%!d(MISSING) 
3.180000 9.370000 0.716200 9.934947 numThread:%!d(MISSING) 
2.340000 6.900000 0.527000 3.961963 numThread:%!d(MISSING) 
3.640000 5.240000 0.704800 6.021335 numThread:%!d(MISSING) 
6.550000 3.090000 0.660800 6.109692 numThread:%!d(MISSING) 
5.800000 3.980000 0.773700 8.003830 numThread:%!d(MISSING) 
4.050000 6.990000 0.826800 10.573242 numThread:%!d(MISSING) 
8.980000 9.180000 1.513100 55.437706 numThread:%!d(MISSING) 
7.010000 4.040000 0.825900 10.568591 numThread:%!d(MISSING) 
5.940000 2.770000 0.593700 4.465494 numThread:%!d(MISSING) 
7.340000 2.140000 0.490300 3.615025 numThread:%!d(MISSING) 
1.130000 4.680000 0.263400 0.659872 numThread:%!d(MISSING) 
7.500000 2.030000 0.468500 3.360719 numThread:%!d(MISSING) 
8.910000 1.950000 0.457900 3.785735 numThread:%!d(MISSING) 
0.400000 8.130000 0.098700 0.158625 numThread:%!d(MISSING) 
4.010000 9.440000 0.874000 15.206992 numThread:%!d(MISSING) 
2.230000 7.140000 0.507200 3.776753 numThread:%!d(MISSING) 
1.520000 2.120000 0.291200 0.419810 numThread:%!d(MISSING) 
8.380000 8.430000 1.400800 43.981571 numThread:%!d(MISSING) 
